customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
4145-UQXUQ,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,1
2632-TACXW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
8146-QQKZH,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0
1767-CJKBA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6445-TNRXS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
4581-LNWUM,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,0
4869-EPIUS,Yes,No,Fiber optic,No,No,No,No,No,Yes,0
9948-YPTDG,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,1
1236-WFCDV,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1
1915-OAKWD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7296-PIXQY,Yes,No,Fiber optic,No,No,No,No,No,No,0
4883-QICIH,Yes,No,Fiber optic,No,No,No,No,No,No,1
3354-OADJP,Yes,No,DSL,Yes,No,No,Yes,No,No,0
3524-WQDSG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0
0810-DHDBD,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,0
4026-SKKHW,Yes,No,DSL,No,No,No,Yes,No,No,0
2829-HYVZP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
8329-IBCTI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
1271-SJBGZ,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,1
3845-JHAMY,No,No phone service,DSL,No,No,No,No,No,Yes,0
7013-PSXHK,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,0
5669-SRAIP,No,No phone service,DSL,No,No,Yes,No,No,Yes,1
5981-ITEMU,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1
3486-NPGST,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6941-PMGEP,Yes,No,Fiber optic,No,No,No,No,No,Yes,1
1624-WOIWJ,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,1
2074-GKOWZ,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1
0376-YMCJC,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,1
6100-FJZDG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4829-ZLJTK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0
1730-VFMWO,Yes,No,DSL,No,No,No,Yes,No,No,0
7143-BQIBA,Yes,No,DSL,Yes,No,No,Yes,Yes,No,0
3800-LYTRK,Yes,No,DSL,Yes,No,No,Yes,No,No,0
0634-SZPQA,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,1
9646-NMHXE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7030-NJVDP,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,0
5536-RTPWK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1
8883-GRDWQ,Yes,No,DSL,Yes,No,No,Yes,No,No,0
6166-ILMNY,Yes,No,Fiber optic,No,No,No,No,No,No,1
3097-NNSPB,Yes,No,DSL,No,Yes,No,No,No,No,1
7771-ZONAT,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,0
0655-RBDUG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1
2111-DWYHN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4194-WHFCB,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,0
4121-AGSIN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4361-BKAXE,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1
9845-PEEKO,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0
0455-XFASS,Yes,No,Fiber optic,No,No,No,No,No,No,0
0301-KOBTQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1751-NCDLI,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0
4367-NUYAO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9878-TNQGW,Yes,No,Fiber optic,No,No,No,No,No,Yes,1
9170-ARBTB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4441-NIHPT,Yes,No,Fiber optic,No,No,Yes,No,No,No,1
8999-BOHSE,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1
7241-AJHFS,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,0
7029-RPUAV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1
4546-FOKWR,Yes,Yes,Fiber optic,No,No,No,No,No,No,0
9036-CSKBW,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0
5832-TRLPB,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,0
8590-YFFQO,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,0
8659-IOOPU,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,0
1338-CECEE,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,0
7439-DKZTW,Yes,No,Fiber optic,No,No,No,No,Yes,No,0
4646-QZXTF,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0
4607-CHPCA,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1
9742-XOKTS,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,0
6921-OZMFH,Yes,Yes,DSL,No,No,No,Yes,No,No,0
9578-FOMUK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4712-UYOOI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
8824-RWFXJ,Yes,No,DSL,No,Yes,Yes,No,No,No,1
7722-CVFXN,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,0
8717-VCTXJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7363-QTBIW,Yes,No,Fiber optic,No,No,No,No,No,Yes,0
4159-NAAIX,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0
0971-QIFJK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9397-TZSHA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
3391-JSQEW,Yes,No,DSL,No,Yes,No,No,No,No,0
0343-QLUZP,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,0
9763-PDTKK,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,1
2176-LVPNX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
7627-JKIAZ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,1
3312-UUMZW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0
1271-UODNO,Yes,Yes,DSL,No,No,No,Yes,No,No,0
8461-EFQYM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6900-RBKER,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,0
6891-JPYFF,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,0
1459-QNFQT,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,0
1047-NNCBF,Yes,No,Fiber optic,No,No,No,No,No,No,0
3696-XRIEN,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,0
4081-DYXAV,No,No phone service,DSL,No,No,No,No,Yes,Yes,1
0074-HDKDG,Yes,No,DSL,Yes,Yes,Yes,No,No,No,0
8791-GFXLZ,Yes,No,DSL,No,Yes,No,No,No,No,0
8111-SLLHI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1
0927-LCSMG,Yes,No,Fiber optic,No,No,Yes,No,No,No,1
9330-DHBFL,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,0
0098-BOWSO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
3452-ABWRL,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0
5859-HZYLF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
8257-RZAHR,Yes,Yes,DSL,Yes,No,No,No,Yes,No,1
5293-WXJAK,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1
3156-QLHBO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2208-NQBCT,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,0
1779-PWPMG,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
6621-NRZAK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0831-JNISG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0774-IFUVM,Yes,Yes,DSL,Yes,No,No,No,Yes,No,0
3082-WQRVY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9553-DLCLU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
1641-BYBTK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2460-NGXBJ,Yes,Yes,Fiber optic,No,No,No,No,No,No,0
2446-ZKVAF,Yes,Yes,DSL,No,Yes,No,No,No,No,0
0841-NULXI,No,No phone service,DSL,No,No,No,No,No,Yes,1
3522-CDKHF,Yes,No,Fiber optic,Yes,No,No,No,No,No,0
1430-SFQSA,No,No phone service,DSL,Yes,No,No,Yes,No,No,0
0411-EZJZE,Yes,Yes,DSL,No,No,No,No,Yes,No,0
7851-WZEKY,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1
8844-TONUD,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,1
8807-ARQET,No,No phone service,DSL,No,Yes,No,No,No,Yes,0
8992-CEUEN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4320-QMLLA,Yes,No,DSL,No,No,No,No,Yes,No,0
8777-PVYGU,Yes,No,DSL,Yes,No,Yes,No,Yes,No,0
8292-ITGYJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6870-ZWMNX,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,0
0621-CXBKL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5268-DSMNQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,0
5334-JLAXU,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,0
4086-YQSNZ,Yes,No,Fiber optic,No,No,No,No,Yes,No,1
6242-MBHPK,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,0
5868-CZJDR,No,No phone service,DSL,No,Yes,No,No,No,No,1
9359-UGBTK,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,0
0135-NMXAP,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,1
4782-OSFXZ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,0
6479-OAUSD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7129-ACFOG,Yes,Yes,DSL,Yes,No,No,No,No,No,0
4189-NAKJS,Yes,Yes,DSL,No,No,No,No,No,No,0
5562-BETPV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1282-IHQAC,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,0
9127-FHJBZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
6270-OMFIW,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,1
1641-RQDAY,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0
0107-WESLM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6994-ORCWG,Yes,Yes,DSL,No,Yes,No,No,No,No,0
1346-UFHAX,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0
3992-YWPKO,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1
2933-XEUJM,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,0
0125-LZQXK,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,1
5461-QKNTN,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,0
4835-YSJMR,Yes,No,DSL,No,No,No,Yes,No,No,0
8399-YNDCH,Yes,No,DSL,No,No,Yes,No,Yes,No,1
3164-YAXFY,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,0
0887-WBJVH,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,0
4660-IRIBM,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,0
5673-FSSMF,Yes,Yes,DSL,No,No,No,No,No,Yes,1
7670-ZBPOQ,Yes,Yes,DSL,Yes,No,No,Yes,No,No,0
8089-UZWLX,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0
0080-OROZO,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,0
3916-NRPAP,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,0
6807-SIWJI,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,0
8221-HVAYI,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,0
1579-KLYDT,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,1
5232-NXPAY,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,0
8967-SZQAS,Yes,No,DSL,No,Yes,No,No,No,No,0
4468-KAZHE,Yes,No,DSL,No,Yes,No,No,No,Yes,0
0455-ENTCR,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,0
8944-AILEF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5542-NKVRU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7126-RBHSD,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0
5370-IIVVL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,0
6789-HJBWG,Yes,No,DSL,No,Yes,No,No,No,No,0
3927-NLNRY,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,1
9087-EYCPR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6791-YBNAK,No,No phone service,DSL,No,No,No,No,No,No,0
6358-LYNGM,Yes,Yes,Fiber optic,No,No,No,No,No,No,1
6077-BDPXA,Yes,No,Fiber optic,No,No,No,No,No,No,0
0013-MHZWF,Yes,No,DSL,No,No,No,Yes,Yes,Yes,0
5494-HECPR,Yes,No,Fiber optic,No,No,No,No,Yes,No,1
8268-YDIXR,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,0
9824-BEMCV,Yes,No,Fiber optic,No,No,No,No,No,No,1
1373-ORVIZ,Yes,Yes,DSL,No,No,No,Yes,No,Yes,1
4291-SHSBH,Yes,No,Fiber optic,No,No,No,No,No,No,0
6980-IMXXE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9866-QEVEE,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,1
9897-KXHCM,Yes,No,Fiber optic,No,No,No,No,No,Yes,1
0040-HALCW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0784-GTUUK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7979-CORPM,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,1
2294-DMMUS,Yes,Yes,DSL,No,No,No,No,Yes,Yes,0
0872-JCPIB,Yes,Yes,DSL,Yes,No,No,No,No,Yes,0
3055-MJDSB,No,No phone service,DSL,No,No,No,No,No,No,0
9091-WTUUY,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,0
1618-CFHME,Yes,Yes,Fiber optic,No,No,No,No,No,No,1
3165-HDOEW,Yes,No,DSL,No,No,No,No,No,No,1
6581-NQCBA,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,1
7115-IRDHS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
8496-DMZUK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,0
2040-VZIKE,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0
9068-VPWQQ,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,0
0178-SZBHO,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,0
0384-RVBPI,Yes,No,DSL,Yes,No,Yes,No,No,Yes,0
1689-MRZQR,Yes,No,Fiber optic,No,No,No,No,Yes,No,1
1299-AURJA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4525-VZCZG,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0
1543-LLLFT,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,0
5835-BEQEU,Yes,Yes,Fiber optic,No,No,No,No,No,No,1
2788-CJQAQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5565-FILXA,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1
0319-QZTCO,Yes,No,DSL,No,Yes,No,No,Yes,No,0
2120-SMPEX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0096-FCPUF,Yes,Yes,DSL,Yes,No,No,No,No,Yes,0
0668-OGMHD,No,No phone service,DSL,Yes,No,No,No,No,No,0
5552-ZNFSJ,Yes,No,DSL,No,No,No,No,No,No,1
2223-KAGMX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6507-ZJSUR,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0
9408-HRXRK,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,0
5593-SUAOO,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,0
7321-PKUYW,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,1
2833-SLKDQ,Yes,No,DSL,No,No,No,No,No,No,1
6766-HFKLA,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0
7595-EUIVN,Yes,No,Fiber optic,No,Yes,No,No,No,No,1
7617-EYGLW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2026-TGDHM,Yes,No,Fiber optic,No,No,No,No,No,Yes,1
9220-ZNKJI,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,0
4030-VPZBD,No,No phone service,DSL,No,No,No,Yes,No,No,1
2226-ICFDO,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,0
0723-VSOBE,No,No phone service,DSL,No,No,No,No,No,Yes,0
5529-GIBVH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4187-CINZD,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,1
9992-UJOEL,Yes,No,DSL,No,Yes,No,No,No,No,0
4741-WWJQZ,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,0
6625-UTXEW,Yes,No,DSL,No,Yes,No,No,No,No,0
6818-WOBHJ,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,1
6244-BESBM,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,0
1004-NOZNR,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,0
1251-STYSZ,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0
2612-PHGOX,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,0
2408-TZMJL,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1
8480-PPONV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
8780-IHCRN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4598-ZADCK,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,0
1257-SXUXQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9681-KYGYB,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,0
7182-OVLBJ,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0
5095-ETBRJ,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0
7005-CYUIL,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,0
4821-WQOYN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4730-AWNAU,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,0
3452-FLHYD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2388-LAESQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
9531-NSBMR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6260-ONULR,Yes,No,DSL,No,No,No,No,Yes,Yes,0
4389-UEFCZ,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0
8711-LOBKY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9134-CEQMF,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1
8985-OOPOS,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,0
8800-ZKRFW,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0
2616-FLVQC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9968-FFVVH,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,0
3108-PCCGG,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,0
7993-PYKOF,Yes,No,Fiber optic,Yes,No,No,No,No,No,1
8390-FESFV,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,0
3022-BEXHZ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0
5027-XWQHA,Yes,No,DSL,No,No,No,No,No,No,1
6248-TKCQV,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,0
6729-GDNGC,Yes,No,Fiber optic,No,No,No,No,Yes,No,0
6198-ZFIOJ,Yes,Yes,Fiber optic,No,No,No,No,No,No,0
5989-OMNJE,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,0
4566-QVRRW,Yes,No,DSL,No,No,No,No,No,No,1
1291-CUOCY,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0
9795-SHUHB,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0
3230-IUALN,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0
0042-RLHYP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
8519-IMDHU,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,1
4945-RVMTE,Yes,No,DSL,No,No,Yes,No,Yes,No,0
0201-OAMXR,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1
1866-NXPSP,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,0
3372-KWFBM,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,1
7831-QGOXH,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,1
6393-WRYZE,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1
3941-XTSKM,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,0
1661-CZBAU,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,0
6599-RCLCJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1
9831-BPFRI,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,1
5158-RIVOP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9788-YTFGE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9277-JOOMO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1907-YLNYW,Yes,No,DSL,Yes,No,Yes,No,No,Yes,0
1725-MIMXW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8947-YRTDV,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,0
3161-ONRWK,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,0
0114-RSRRW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4565-NLZBV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0031-PVLZI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7206-GZCDC,Yes,No,Fiber optic,No,No,No,No,No,No,1
6682-VCIXC,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,0
4791-QRGMF,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1
6475-VHUIZ,Yes,No,DSL,No,No,Yes,Yes,No,No,0
3910-MRQOY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0661-WCQNQ,Yes,No,DSL,Yes,No,No,Yes,No,No,0
7537-RBWEA,No,No phone service,DSL,No,No,No,No,No,No,0
4656-CAURT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0121-SNYRK,No,No phone service,DSL,Yes,No,No,Yes,No,No,0
1768-ZAIFU,No,No phone service,DSL,No,No,No,No,No,No,1
4671-LXRDQ,Yes,No,DSL,No,No,No,No,No,No,1
3733-LSYCE,Yes,No,Fiber optic,No,Yes,No,No,No,No,0
6265-FRMTQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1934-SJVJK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
3838-OZURD,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1
1371-DWPAZ,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,0
9269-CQOOL,Yes,No,DSL,No,No,No,No,Yes,No,1
2017-CCBLH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7690-KPNCU,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,0
0536-BGFMZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2293-IJWPS,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0
2845-HSJCY,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,1
5469-NUJUR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1184-PJVDB,Yes,No,Fiber optic,No,No,No,No,Yes,No,1
2625-TRCZQ,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,0
4102-HLENU,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,0
7266-GSSJX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7722-VJRQD,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,0
7073-QETQY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9415-DPEWS,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,1
5624-RYAMH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0196-JTUQI,Yes,Yes,Fiber optic,No,No,No,No,No,No,0
7130-YXBRO,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0
